# soak_growth seconds=240 sample_ms=1000 concurrency=16 cycle_ms=20
# replay_capacity=4096 leak_bytes=0 mallinfo2=1
t_ms,cycles,fails,rss_kb,rss_anon_kb,rss_file_kb,rss_anon_huge_kb,fds,timers,sessions,proxy_sessions,proxy_streams,uordblks,hblkhd,arena,up_accepts,up_closes,up_short
125000,5707,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,5707,5691,0
126000,5753,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,5753,5737,0
127010,5799,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,5799,5783,0
128011,5845,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,5845,5829,0
129011,5891,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,5891,5875,0
130002,5936,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,5936,5920,0
131008,5982,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,5982,5966,0
132020,6027,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6027,6011,0
133002,6072,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6072,6056,0
134002,6118,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6118,6102,0
135014,6164,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6164,6148,0
136005,6209,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6209,6193,0
137008,6255,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6255,6239,0
138009,6301,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6301,6285,0
139020,6348,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6348,6332,0
140006,6393,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6393,6377,0
141000,6438,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6438,6422,0
142003,6484,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6484,6468,0
143008,6530,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6530,6514,0
144009,6575,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6575,6559,0
145012,6621,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6621,6605,0
146009,6666,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6666,6650,0
147020,6712,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6712,6696,0
148003,6756,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6756,6740,0
149004,6802,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6802,6786,0
150000,6848,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6848,6832,0
151012,6895,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6895,6879,0
152003,6940,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6940,6924,0
153004,6986,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,6986,6970,0
154013,7032,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7032,7016,0
155022,7078,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7078,7062,0
156001,7123,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7123,7107,0
157013,7168,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7168,7152,0
158017,7213,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7213,7197,0
159016,7258,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7258,7242,0
160004,7303,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7303,7287,0
161009,7349,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7349,7333,0
162002,7394,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7394,7378,0
163021,7440,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7440,7424,0
164007,7483,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7483,7467,0
165017,7529,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7529,7513,0
166009,7575,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7575,7559,0
167020,7621,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7621,7605,0
168002,7666,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7666,7650,0
169014,7711,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7711,7695,0
170018,7756,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7756,7740,0
171003,7801,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7801,7785,0
172006,7847,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7847,7831,0
173019,7893,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7893,7877,0
174020,7939,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7939,7923,0
175000,7984,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,7984,7968,0
176009,8030,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8030,8014,0
177013,8075,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8075,8059,0
178004,8121,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8121,8105,0
179017,8168,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8168,8152,0
180020,8214,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8214,8198,0
181005,8259,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8259,8243,0
182003,8305,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8305,8289,0
183009,8351,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8351,8335,0
184013,8397,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8397,8381,0
185006,8443,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8443,8427,0
186000,8489,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8489,8473,0
187008,8535,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8535,8519,0
188011,8581,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8581,8565,0
189010,8626,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8626,8610,0
190019,8672,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8672,8656,0
191017,8718,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8718,8702,0
192001,8763,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8763,8747,0
193005,8809,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8809,8793,0
194005,8855,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8855,8839,0
195008,8901,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8901,8885,0
196010,8947,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8947,8931,0
197014,8993,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,8993,8977,0
198020,9039,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9039,9023,0
199021,9085,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9085,9069,0
200007,9130,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9130,9114,0
201006,9175,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9175,9159,0
202005,9220,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9220,9204,0
203013,9266,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9266,9250,0
204000,9312,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9312,9296,0
205008,9358,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9358,9342,0
206012,9404,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9404,9388,0
207010,9450,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9450,9434,0
208009,9495,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9495,9479,0
209000,9540,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9540,9524,0
210000,9586,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9586,9570,0
211018,9633,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9633,9617,0
212017,9679,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9679,9663,0
213012,9725,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9725,9709,0
214006,9771,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9771,9755,0
215007,9817,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9817,9801,0
216013,9863,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9863,9847,0
217006,9909,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9909,9893,0
218002,9955,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,9955,9939,0
219020,10002,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10002,9986,0
220018,10048,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10048,10032,0
221003,10093,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10093,10077,0
