# soak_growth seconds=240 sample_ms=1000 concurrency=16 cycle_ms=20
# replay_capacity=4096 leak_bytes=0 mallinfo2=1
t_ms,cycles,fails,rss_kb,rss_anon_kb,rss_file_kb,rss_anon_huge_kb,fds,timers,sessions,proxy_sessions,proxy_streams,uordblks,hblkhd,arena,up_accepts,up_closes,up_short
116019,4652,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,4652,4636,0
117013,4692,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,4692,4676,0
118011,4732,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,4732,4716,0
119020,4772,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,4772,4756,0
120023,4812,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,4812,4796,0
121021,4852,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,4852,4836,0
122003,4891,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,4891,4875,0
123003,4931,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,4931,4915,0
124014,4971,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,4971,4955,0
125024,5011,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,5011,4995,0
126006,5050,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,5050,5034,0
127006,5090,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,5090,5074,0
128004,5130,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,5130,5114,0
129000,5169,0,7996,2188,5808,0,76,33,16,16,16,13427584,393216,13574144,5169,5153,0
130017,5209,0,13312,7504,5808,6144,76,33,16,16,16,13427584,393216,13574144,5209,5193,0
131002,5248,0,13312,7504,5808,6144,76,33,16,16,16,13427584,393216,13574144,5248,5232,0
132019,5288,0,13312,7504,5808,6144,76,33,16,16,16,13427584,393216,13574144,5288,5272,0
133003,5327,0,13312,7504,5808,6144,76,33,16,16,16,13427584,393216,13574144,5327,5311,0
134004,5367,0,13312,7504,5808,6144,76,33,16,16,16,13427584,393216,13574144,5367,5351,0
135008,5407,0,13312,7504,5808,6144,76,33,16,16,16,13427584,393216,13574144,5407,5391,0
136007,5447,0,13312,7504,5808,6144,76,33,16,16,16,13427584,393216,13574144,5447,5431,0
137010,5488,0,13312,7504,5808,6144,76,33,16,16,16,13427584,393216,13574144,5488,5472,0
138011,5528,0,13312,7504,5808,6144,76,33,16,16,16,13427584,393216,13574144,5528,5512,0
139015,5568,0,13312,7504,5808,6144,76,33,16,16,16,13427584,393216,13574144,5568,5552,0
140019,5608,0,13312,7504,5808,6144,76,33,16,16,16,13427584,393216,13574144,5608,5592,0
141001,5647,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,5647,5631,0
142021,5688,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,5688,5672,0
143002,5727,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,5727,5711,0
144013,5767,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,5767,5751,0
145010,5807,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,5807,5791,0
146009,5847,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,5847,5831,0
147004,5887,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,5887,5871,0
148015,5927,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,5927,5911,0
149011,5967,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,5967,5951,0
150007,6007,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6007,5991,0
151017,6047,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6047,6031,0
152018,6087,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6087,6071,0
153021,6127,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6127,6111,0
154021,6167,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6167,6151,0
155025,6207,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6207,6191,0
156008,6246,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6246,6230,0
157007,6286,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6286,6270,0
158024,6326,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6326,6310,0
159011,6366,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6366,6350,0
160004,6406,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6406,6390,0
161002,6446,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6446,6430,0
