# soak_growth seconds=240 sample_ms=1000 concurrency=16 cycle_ms=20
# replay_capacity=4096 leak_bytes=64 mallinfo2=1
t_ms,cycles,fails,rss_kb,rss_anon_kb,rss_file_kb,rss_anon_huge_kb,fds,timers,sessions,proxy_sessions,proxy_streams,uordblks,hblkhd,arena,up_accepts,up_closes,up_short
138016,5516,0,19952,14144,5808,12288,76,33,16,16,16,13959776,393216,14213120,5516,5500,0
139012,5556,0,19952,14144,5808,12288,76,33,16,16,16,13963632,393216,14213120,5556,5540,0
140004,5596,0,19952,14144,5808,12288,76,33,16,16,16,13967360,393216,14213120,5596,5580,0
141009,5636,0,19956,14148,5808,12288,76,33,16,16,16,13971200,393216,14213120,5636,5620,0
142006,5676,0,19956,14148,5808,12288,76,33,16,16,16,13975056,393216,14213120,5676,5660,0
143001,5716,0,19960,14152,5808,12288,76,33,16,16,16,13978896,393216,14213120,5716,5700,0
144010,5756,0,19960,14152,5808,12288,76,33,16,16,16,13982720,393216,14213120,5756,5740,0
145020,5797,0,19964,14156,5808,12288,76,33,16,16,16,13986656,393216,14213120,5797,5781,0
146020,5837,0,19964,14156,5808,12288,76,33,16,16,16,13990496,393216,14213120,5837,5821,0
147012,5877,0,19980,14172,5808,12288,76,33,16,16,16,13994336,393216,14213120,5877,5861,0
148012,5917,0,19992,14184,5808,12288,76,33,16,16,16,13998176,393216,14213120,5917,5901,0
149016,5957,0,20020,14212,5808,12288,76,33,16,16,16,14002016,393216,14213120,5957,5941,0
150015,5997,0,20036,14228,5808,12288,76,33,16,16,16,14005776,393216,14213120,5997,5981,0
151005,6037,0,20040,14232,5808,12288,76,33,16,16,16,14009616,393216,14213120,6037,6021,0
152006,6077,0,20040,14232,5808,12288,76,33,16,16,16,14013456,393216,14213120,6077,6061,0
153009,6117,0,20040,14232,5808,12288,76,33,16,16,16,14017296,393216,14213120,6117,6101,0
154010,6157,0,20044,14236,5808,12288,76,33,16,16,16,14021136,393216,14213120,6157,6141,0
155004,6197,0,20044,14236,5808,12288,76,33,16,16,16,14024976,393216,14348288,6197,6181,0
156003,6237,0,20048,14240,5808,12288,76,33,16,16,16,14028912,393216,14348288,6237,6221,0
157006,6277,0,20048,14240,5808,12288,76,33,16,16,16,14032752,393216,14348288,6277,6261,0
158001,6317,0,20052,14244,5808,12288,76,33,16,16,16,14036592,393216,14348288,6317,6301,0
159010,6359,0,20056,14248,5808,12288,76,33,16,16,16,14040624,393216,14348288,6359,6343,0
160014,6399,0,20056,14248,5808,12288,76,33,16,16,16,14044464,393216,14348288,6399,6383,0
161014,6439,0,20056,14248,5808,12288,76,33,16,16,16,14048304,393216,14348288,6439,6423,0
162014,6479,0,20068,14260,5808,12288,76,33,16,16,16,14052144,393216,14348288,6479,6463,0
163024,6519,0,20076,14268,5808,12288,76,33,16,16,16,14055984,393216,14348288,6519,6503,0
164003,6558,0,20076,14268,5808,12288,76,33,16,16,16,14059728,393216,14348288,6558,6542,0
165020,6599,0,20076,14268,5808,12288,76,33,16,16,16,14063664,393216,14348288,6599,6583,0
166023,6639,0,20080,14272,5808,12288,76,33,16,16,16,14067504,393216,14348288,6639,6623,0
167012,6679,0,20088,14280,5808,12288,76,33,16,16,16,14071344,393216,14348288,6679,6663,0
168011,6719,0,20092,14284,5808,12288,76,33,16,16,16,14075184,393216,14348288,6719,6703,0
169008,6759,0,20096,14288,5808,12288,76,33,16,16,16,14079040,393216,14348288,6759,6743,0
170004,6799,0,20104,14296,5808,12288,76,33,16,16,16,14082800,393216,14348288,6799,6783,0
171015,6839,0,20104,14296,5808,12288,76,33,16,16,16,14086656,393216,14348288,6839,6823,0
172020,6879,0,20108,14300,5808,12288,76,33,16,16,16,14090592,393216,14348288,6879,6863,0
173011,6918,0,20120,14312,5808,12288,76,33,16,16,16,14094240,393216,14348288,6918,6902,0
174022,6958,0,20120,14312,5808,12288,76,33,16,16,16,14098080,393216,14348288,6958,6942,0
