# soak_growth seconds=240 sample_ms=1000 concurrency=16 cycle_ms=20
# replay_capacity=4096 leak_bytes=64 mallinfo2=1
t_ms,cycles,fails,rss_kb,rss_anon_kb,rss_file_kb,rss_anon_huge_kb,fds,timers,sessions,proxy_sessions,proxy_streams,uordblks,hblkhd,arena,up_accepts,up_closes,up_short
215007,9797,0,12520,6228,6292,0,76,33,16,16,16,14381920,393216,14761984,9797,9781,0
216017,9843,0,12536,6244,6292,0,76,33,16,16,16,14386336,393216,14761984,9843,9827,0
217011,9888,0,12540,6248,6292,0,76,33,16,16,16,14390656,393216,14761984,9888,9872,0
218018,9934,0,12540,6248,6292,0,76,33,16,16,16,14395088,393216,14761984,9934,9918,0
219008,9979,0,12548,6256,6292,0,76,33,16,16,16,14399408,393216,14761984,9979,9963,0
220019,10025,0,12556,6264,6292,0,76,33,16,16,16,14403728,393216,14761984,10025,10009,0
221006,10068,0,12564,6272,6292,0,76,33,16,16,16,14407872,393216,14761984,10068,10052,0
222016,10114,0,12576,6284,6292,0,76,33,16,16,16,14412288,393216,14761984,10114,10098,0
223003,10159,0,12580,6288,6292,0,76,33,16,16,16,14416704,393216,14761984,10159,10143,0
224003,10204,0,12584,6292,6292,0,76,33,16,16,16,14421024,393216,14761984,10204,10188,0
225003,10250,0,12588,6296,6292,0,76,33,16,16,16,14425360,393216,14761984,10250,10234,0
226014,10296,0,12596,6304,6292,0,76,33,16,16,16,14429776,393216,14761984,10296,10280,0
227019,10342,0,12604,6312,6292,0,76,33,16,16,16,14434288,393216,14761984,10342,10326,0
228007,10387,0,12620,6328,6292,0,76,33,16,16,16,14438624,393216,14761984,10387,10371,0
229021,10433,0,12628,6336,6292,0,76,33,16,16,16,14442928,393216,14761984,10433,10417,0
230008,10478,0,12632,6340,6292,0,76,33,16,16,16,14447248,393216,14761984,10478,10462,0
231019,10525,0,12652,6360,6292,0,76,33,16,16,16,14451872,393216,14761984,10525,10509,0
232015,10570,0,12652,6360,6292,0,76,33,16,16,16,14456560,393216,14761984,10570,10554,0
233021,10616,0,12656,6364,6292,0,76,33,16,16,16,14460976,393216,14761984,10616,10600,0
234008,10660,0,12660,6368,6292,0,76,33,16,16,16,14465200,393216,14913536,10660,10644,0
235002,10705,0,12664,6372,6292,0,76,33,16,16,16,14469536,393216,14913536,10705,10689,0
236010,10751,0,12672,6380,6292,0,76,33,16,16,16,14473952,393216,14913536,10751,10735,0
237012,10797,0,12684,6392,6292,0,76,33,16,16,16,14478368,393216,14913536,10797,10781,0
238017,10843,0,12684,6392,6292,0,76,33,16,16,16,14482784,393216,14913536,10843,10827,0
239000,10888,0,12684,6392,6292,0,76,33,16,16,16,14487088,393216,14913536,10888,10872,0
240010,10934,0,12700,6408,6292,0,76,33,16,16,16,14491504,393216,14913536,10934,10918,0
